,year_month_day_hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wf
17676,2015-06-20 18:00:00,15.0,30.0,2.0,9.0,100.0,171.0,30.3,1000.2,12.7,0.0,2.5
17677,2015-06-20 19:00:00,20.0,41.0,3.0,17.0,200.0,176.0,30.1,1000.3,12.1,0.0,4.0
17678,2015-06-20 20:00:00,21.0,41.0,3.0,18.0,200.0,152.0,28.4,1000.4,12.7,0.0,4.0
17679,2015-06-20 21:00:00,21.0,39.0,3.0,16.0,200.0,127.0,27.6,1000.7,12.4,0.0,4.0
17680,2015-06-20 22:00:00,23.0,37.0,2.0,15.0,200.0,128.0,25.0,1000.8,13.5,0.0,4.0
17681,2015-06-20 23:00:00,20.0,34.0,2.0,14.0,200.0,120.0,24.5,1000.9,13.4,0.0,4.0
17682,2015-06-21 00:00:00,20.0,38.0,3.0,15.0,100.0,116.0,23.4,1000.8,13.3,0.0,4.0
17683,2015-06-21 01:00:00,21.0,42.0,2.0,14.0,100.0,108.0,23.2,1000.6,13.1,0.0,4.0
17684,2015-06-21 02:00:00,21.0,44.0,2.0,15.0,100.0,105.0,22.3,1000.7,12.8,0.0,4.0
17685,2015-06-21 03:00:00,22.0,58.0,2.0,14.0,100.0,95.0,21.5,1000.8,13.4,0.0,4.0
17686,2015-06-21 04:00:00,20.0,41.0,2.0,14.0,100.0,90.0,20.6,1000.9,13.3,0.0,4.0
17687,2015-06-21 05:00:00,21.0,33.0,2.0,12.0,100.0,87.0,20.2,1001.0,13.4,0.0,4.0
17688,2015-06-21 06:00:00,22.0,54.0,3.0,14.0,100.0,81.0,20.3,1001.2,13.7,0.0,4.0
17689,2015-06-21 07:00:00,24.0,52.0,3.0,16.0,100.0,79.0,21.6,1001.2,14.0,0.0,4.0
17690,2015-06-21 08:00:00,30.0,54.0,4.0,16.0,200.0,106.0,24.7,1001.3,14.2,0.0,4.0
17691,2015-06-21 09:00:00,27.0,64.0,4.0,22.0,200.0,128.0,25.1,1000.9,14.5,0.0,4.0
17692,2015-06-21 10:00:00,39.0,84.0,4.0,50.0,300.0,100.0,26.3,1000.5,15.0,0.0,4.0
17693,2015-06-21 11:00:00,39.0,73.0,5.0,43.0,300.0,130.0,29.1,999.8,16.0,0.0,4.0
17694,2015-06-21 12:00:00,28.0,50.0,5.0,18.0,200.0,199.0,29.6,999.3,13.8,0.0,4.0
17695,2015-06-21 13:00:00,31.0,54.0,5.0,16.0,300.0,218.0,29.9,998.7,11.9,0.0,2.5
17696,2015-06-21 14:00:00,28.0,28.0,4.0,14.0,200.0,190.0,30.2,998.0,11.7,0.0,4.0
17697,2015-06-21 15:00:00,23.0,25.0,4.0,7.0,200.0,189.0,31.6,997.2,12.4,0.0,4.0
17698,2015-06-21 16:00:00,26.0,38.0,4.0,7.0,200.0,210.0,31.7,996.7,11.5,0.0,4.0
17699,2015-06-21 17:00:00,27.0,42.0,4.0,9.0,200.0,219.0,32.0,996.2,11.2,0.0,2.5
17700,2015-06-21 18:00:00,27.0,51.0,4.0,11.0,200.0,225.0,31.0,996.0,9.8,0.0,4.0
17701,2015-06-21 19:00:00,24.0,53.0,4.0,14.0,200.0,201.0,30.3,996.3,11.8,0.0,2.5
17702,2015-06-21 20:00:00,39.0,88.0,7.0,20.0,200.0,203.0,29.0,996.6,11.1,0.0,4.0
17703,2015-06-21 21:00:00,41.0,96.0,7.0,28.0,300.0,159.0,28.1,997.0,11.6,0.0,4.0
17704,2015-06-21 22:00:00,39.0,80.0,5.0,19.0,200.0,130.0,28.0,997.2,11.9,0.0,2.5
17705,2015-06-21 23:00:00,39.0,65.0,5.0,17.0,200.0,122.0,27.0,997.3,13.0,0.0,2.5
17706,2015-06-22 00:00:00,43.0,87.0,5.0,17.0,300.0,111.0,25.8,997.2,13.6,0.0,4.0
17707,2015-06-22 01:00:00,49.0,90.0,6.0,21.0,400.0,96.0,24.4,997.1,13.6,0.0,4.0
17708,2015-06-22 02:00:00,54.0,91.0,10.0,19.0,400.0,97.0,22.8,997.0,13.8,0.0,4.0
17709,2015-06-22 03:00:00,58.0,83.0,10.0,16.0,400.0,104.0,22.7,997.1,13.5,0.0,4.0
17710,2015-06-22 05:00:00,57.0,82.0,10.0,13.0,500.0,101.0,21.5,997.6,13.4,0.0,4.0
17711,2015-06-22 06:00:00,69.0,110.0,10.0,20.0,500.0,92.0,21.6,997.9,14.0,0.0,4.0
17712,2015-06-22 07:00:00,75.0,134.0,10.0,25.0,600.0,75.0,21.9,998.1,14.5,0.0,4.0
17713,2015-06-22 08:00:00,85.0,133.0,11.0,28.0,700.0,74.0,23.5,998.3,14.5,0.0,4.0
17714,2015-06-22 09:00:00,95.0,116.0,18.0,33.0,900.0,102.0,25.1,998.1,14.8,0.0,4.0
17715,2015-06-22 10:00:00,106.0,137.0,24.0,25.0,1000.0,142.0,26.6,997.7,15.6,0.0,4.0
17716,2015-06-22 11:00:00,113.0,152.0,23.0,23.0,1000.0,175.0,27.9,997.2,16.5,0.0,4.0
17717,2015-06-22 12:00:00,100.0,105.0,23.0,18.0,900.0,220.0,28.9,996.6,15.8,0.0,2.5
17718,2015-06-22 13:00:00,103.0,126.0,23.0,19.0,800.0,253.0,30.2,995.7,14.3,0.0,2.5
17719,2015-06-22 14:00:00,80.0,92.0,19.0,17.0,600.0,262.0,31.2,995.1,13.0,0.0,2.5
17720,2015-06-22 15:00:00,69.0,84.0,19.0,16.0,600.0,257.0,31.7,995.0,13.5,0.0,2.5
17721,2015-06-22 16:00:00,73.0,110.0,19.0,16.0,600.0,255.0,30.6,995.1,13.4,0.0,2.5
17722,2015-06-22 17:00:00,72.0,95.0,17.0,13.0,600.0,241.0,30.3,995.0,13.6,0.0,2.5
17723,2015-06-22 18:00:00,71.0,107.0,16.0,15.0,600.0,231.0,29.7,995.2,13.0,0.0,2.5
17724,2015-06-22 19:00:00,77.0,103.0,16.0,16.0,600.0,220.0,28.6,995.4,13.3,0.0,4.0
17725,2015-06-22 20:00:00,74.0,118.0,15.0,19.0,700.0,191.0,27.5,996.0,13.8,0.0,4.0
17726,2015-06-22 21:00:00,81.0,154.0,12.0,23.0,700.0,149.0,26.4,996.4,14.2,0.0,4.0
17727,2015-06-22 22:00:00,79.0,102.0,11.0,13.0,600.0,152.0,24.8,997.1,14.6,0.0,4.0
17728,2015-06-22 23:00:00,74.0,105.0,9.0,11.0,600.0,138.0,24.0,997.5,13.8,0.0,4.0
17729,2015-06-23 00:00:00,79.0,100.0,9.0,12.0,600.0,131.0,23.7,997.6,13.8,0.0,4.0
17730,2015-06-23 01:00:00,78.0,150.0,8.0,15.0,600.0,123.0,23.6,997.9,14.0,0.0,4.0
17731,2015-06-23 02:00:00,80.0,108.0,8.0,12.0,600.0,128.0,23.8,998.1,14.2,0.0,4.0
17732,2015-06-23 03:00:00,88.0,134.0,8.0,19.0,600.0,113.0,23.7,998.3,16.2,0.0,4.0
17733,2015-06-23 04:00:00,94.0,160.0,7.0,27.0,700.0,81.0,22.4,998.4,15.3,0.0,4.0
17734,2015-06-23 05:00:00,107.0,192.0,7.0,30.0,700.0,71.0,21.8,998.7,15.4,0.0,4.0
17735,2015-06-23 06:00:00,121.0,183.0,8.0,30.0,800.0,65.0,22.0,999.1,15.6,0.0,4.0
17736,2015-06-23 07:00:00,138.0,196.0,9.0,30.0,900.0,63.0,23.3,999.3,17.3,0.0,4.0
17737,2015-06-23 08:00:00,174.0,211.0,15.0,36.0,1200.0,75.0,24.2,999.5,17.9,0.0,4.0
17738,2015-06-23 09:00:00,216.0,244.0,24.0,29.0,1500.0,119.0,25.2,999.4,18.2,0.0,4.0
17739,2015-06-23 10:00:00,225.0,227.0,26.0,16.0,1500.0,159.0,26.2,999.0,18.3,0.0,4.0
17740,2015-06-23 11:00:00,230.0,237.0,29.0,20.0,1800.0,174.0,26.9,998.8,18.2,0.0,4.0
17741,2015-06-23 12:00:00,220.0,220.0,29.0,19.0,1700.0,203.0,28.2,998.3,18.6,0.0,2.5
17742,2015-06-23 13:00:00,211.0,211.0,27.0,20.0,1600.0,232.0,28.8,997.8,18.9,0.0,4.0
17743,2015-06-23 14:00:00,235.0,236.0,27.0,25.0,1800.0,273.0,29.5,997.1,18.6,0.0,4.0
17744,2015-06-23 15:00:00,232.0,234.0,28.0,27.0,1900.0,309.0,30.0,996.7,18.8,0.0,2.5
17745,2015-06-23 16:00:00,208.0,208.0,27.0,26.0,2000.0,321.0,30.8,996.5,17.5,0.0,2.5
17746,2015-06-23 17:00:00,167.0,167.0,21.0,22.0,1500.0,294.0,30.6,996.3,18.0,0.0,2.5
17747,2015-06-23 18:00:00,137.0,140.0,14.0,16.0,800.0,258.0,30.4,996.3,17.1,0.0,2.5
17748,2015-06-23 19:00:00,113.0,123.0,14.0,16.0,600.0,245.0,30.1,996.4,17.2,0.0,2.5
17749,2015-06-23 20:00:00,105.0,135.0,15.0,19.0,600.0,232.0,29.7,996.5,16.5,0.0,2.5
17750,2015-06-23 21:00:00,100.0,128.0,12.0,16.0,500.0,209.0,29.4,997.2,16.9,0.0,2.5
17751,2015-06-23 22:00:00,97.0,144.0,13.0,16.0,600.0,186.0,28.8,997.1,17.3,0.0,4.0
17752,2015-06-23 23:00:00,119.0,164.0,18.0,17.0,800.0,183.0,28.2,997.0,17.4,0.0,4.0
17753,2015-06-24 00:00:00,154.0,193.0,21.0,17.0,1000.0,178.0,27.7,996.9,17.8,0.0,4.0
17754,2015-06-24 01:00:00,171.0,216.0,20.0,21.0,1000.0,151.0,27.3,996.9,18.0,0.0,4.0
17755,2015-06-24 02:00:00,174.0,249.0,16.0,25.0,1000.0,123.0,26.7,996.6,18.0,0.0,4.0
17756,2015-06-24 03:00:00,168.0,183.0,14.0,20.0,900.0,113.0,26.1,996.5,18.2,0.0,4.0
17757,2015-06-24 05:00:00,172.0,246.0,12.0,26.0,900.0,77.0,25.1,996.6,17.0,0.0,4.0
17758,2015-06-24 06:00:00,171.0,188.0,10.0,41.0,900.0,51.0,24.8,996.8,17.3,0.0,4.0
17759,2015-06-24 07:00:00,170.0,210.0,9.0,28.0,900.0,52.0,24.6,997.1,17.8,0.0,4.0
17760,2015-06-24 08:00:00,173.0,187.0,9.0,33.0,1000.0,50.0,25.1,997.4,17.6,0.0,4.0
17761,2015-06-24 09:00:00,179.0,179.0,12.0,30.0,900.0,74.0,25.6,997.1,17.5,0.0,4.0
17762,2015-06-24 10:00:00,145.0,159.0,12.0,26.0,800.0,81.0,25.6,997.3,18.3,0.0,4.0
17763,2015-06-24 11:00:00,144.0,171.0,10.0,26.0,700.0,82.0,24.5,997.4,20.0,0.4,4.0
17764,2015-06-24 12:00:00,138.0,149.0,7.0,29.0,800.0,65.0,24.5,997.2,19.3,0.0,4.0
17765,2015-06-24 13:00:00,140.0,140.0,7.0,35.0,700.0,63.0,24.7,996.9,19.3,0.0,4.0
17766,2015-06-24 14:00:00,143.0,143.0,8.0,44.0,800.0,75.0,24.7,996.6,18.9,0.0,4.0
17767,2015-06-24 15:00:00,147.0,147.0,9.0,45.0,800.0,85.0,25.0,996.2,19.1,0.0,4.0
17768,2015-06-24 16:00:00,149.0,149.0,7.0,44.0,800.0,73.0,25.2,995.9,19.3,0.0,4.0
17769,2015-06-24 17:00:00,148.0,148.0,7.0,34.0,800.0,91.0,25.3,995.4,18.5,0.1,4.0
17770,2015-06-24 18:00:00,145.0,145.0,6.0,31.0,800.0,79.0,24.9,995.2,19.7,0.0,4.0
17771,2015-06-24 19:00:00,144.0,144.0,6.0,22.0,700.0,79.0,24.9,995.1,19.7,0.0,4.0
17772,2015-06-24 20:00:00,134.0,134.0,5.0,18.0,700.0,58.0,24.6,995.5,19.2,0.0,4.0
17773,2015-06-24 21:00:00,127.0,127.0,4.0,19.0,700.0,40.0,24.3,995.9,19.1,0.0,4.0
17774,2015-06-24 22:00:00,126.0,126.0,4.0,28.0,700.0,31.0,24.0,996.0,18.6,0.0,4.0
17775,2015-06-24 23:00:00,140.0,140.0,4.0,21.0,700.0,36.0,23.6,995.8,19.3,0.0,4.0
17776,2015-06-25 00:00:00,146.0,146.0,5.0,12.0,700.0,69.0,23.2,995.5,19.4,0.0,4.0
17777,2015-06-25 01:00:00,152.0,152.0,5.0,13.0,800.0,61.0,23.0,995.2,19.6,0.0,4.0
17778,2015-06-25 02:00:00,156.0,156.0,5.0,15.0,800.0,46.0,22.5,994.6,19.3,0.0,4.0
17779,2015-06-25 03:00:00,151.0,151.0,5.0,25.0,800.0,29.0,22.4,994.1,19.2,0.0,4.0
17780,2015-06-25 04:00:00,146.0,146.0,4.0,18.0,700.0,35.0,22.0,994.0,19.4,0.0,4.0
17781,2015-06-25 05:00:00,141.0,141.0,4.0,35.0,700.0,6.0,21.9,994.0,19.3,0.0,4.0
17782,2015-06-25 06:00:00,146.0,146.0,3.0,28.0,700.0,16.0,21.9,993.9,19.5,0.0,4.0
17783,2015-06-25 07:00:00,147.0,147.0,4.0,16.0,700.0,23.0,22.7,994.2,18.7,0.0,4.0
17784,2015-06-25 08:00:00,146.0,146.0,5.0,18.0,700.0,30.0,23.5,994.2,18.2,0.0,4.0
17785,2015-06-25 09:00:00,142.0,142.0,6.0,12.0,700.0,64.0,24.2,994.1,18.4,0.0,4.0
17786,2015-06-25 10:00:00,137.0,137.0,8.0,9.0,700.0,96.0,25.6,993.5,18.5,0.0,4.0
17787,2015-06-25 11:00:00,134.0,134.0,7.0,9.0,700.0,102.0,25.1,993.5,18.8,0.0,4.0
17788,2015-06-25 12:00:00,143.0,148.0,7.0,16.0,800.0,129.0,26.5,993.1,18.9,0.0,4.0
17789,2015-06-25 13:00:00,159.0,159.0,7.0,21.0,800.0,166.0,26.9,992.3,19.0,0.0,4.0
17790,2015-06-25 14:00:00,143.0,143.0,6.0,18.0,700.0,196.0,27.4,991.5,18.7,0.0,4.0
17791,2015-06-25 15:00:00,142.0,142.0,7.0,13.0,700.0,178.0,26.6,991.1,18.5,0.0,4.0
17792,2015-06-25 16:00:00,150.0,150.0,5.0,38.0,900.0,148.0,26.1,990.9,18.2,0.0,4.0
17793,2015-06-25 17:00:00,147.0,147.0,3.0,30.0,800.0,128.0,25.5,990.5,18.4,0.0,4.0
17794,2015-06-25 18:00:00,142.0,142.0,3.0,21.0,800.0,99.0,25.4,990.5,18.3,0.0,4.0
17795,2015-06-25 19:00:00,146.0,146.0,3.0,28.0,800.0,78.0,25.5,990.9,17.9,0.0,4.0
17796,2015-06-25 20:00:00,134.0,134.0,3.0,15.0,700.0,81.0,24.8,991.0,20.3,0.0,4.0
17797,2015-06-25 21:00:00,125.0,125.0,3.0,13.0,700.0,92.0,24.0,991.4,19.3,0.0,4.0
17798,2015-06-25 22:00:00,121.0,121.0,3.0,13.0,700.0,62.0,23.7,991.3,19.6,0.0,4.0
17799,2015-06-25 23:00:00,125.0,125.0,2.0,14.0,600.0,62.0,22.7,991.0,19.9,0.0,4.0
17800,2015-06-26 00:00:00,125.0,125.0,2.0,12.0,600.0,61.0,22.8,990.8,19.0,0.0,4.0
17801,2015-06-26 01:00:00,123.0,123.0,2.0,13.0,600.0,54.0,23.2,990.8,18.5,0.0,4.0
17802,2015-06-26 02:00:00,120.0,120.0,3.0,15.0,600.0,46.0,22.7,990.7,18.9,0.0,4.0
17803,2015-06-26 05:00:00,122.0,122.0,3.0,42.0,600.0,18.0,21.6,991.4,19.0,0.0,4.0
17804,2015-06-26 06:00:00,120.0,120.0,2.0,26.0,500.0,46.0,21.6,991.4,19.2,0.0,4.0
17805,2015-06-26 07:00:00,117.0,117.0,2.0,29.0,500.0,39.0,21.5,991.8,19.2,0.1,4.0
17806,2015-06-26 08:00:00,106.0,106.0,2.0,21.0,500.0,98.0,21.6,992.5,19.7,0.2,4.0
17807,2015-06-26 09:00:00,103.0,103.0,2.0,16.0,500.0,112.0,21.6,992.5,19.9,0.5,4.0
17808,2015-06-26 10:00:00,112.0,112.0,2.0,10.0,500.0,116.0,22.9,992.6,20.1,0.0,4.0
17809,2015-06-26 11:00:00,120.0,120.0,2.0,10.0,600.0,123.0,24.5,992.6,20.2,0.0,4.0
17810,2015-06-26 12:00:00,116.0,116.0,2.0,9.0,500.0,139.0,26.7,992.2,19.8,0.0,4.0
17811,2015-06-26 13:00:00,96.0,96.0,2.0,7.0,500.0,163.0,27.8,991.3,19.1,0.0,4.0
17812,2015-06-26 14:00:00,84.0,84.0,2.0,7.0,400.0,179.0,28.4,990.5,18.8,0.0,4.0
17813,2015-06-26 15:00:00,79.0,79.0,2.0,8.0,500.0,201.0,29.9,990.1,19.0,0.0,4.0
17814,2015-06-26 16:00:00,81.0,81.0,2.0,9.0,400.0,222.0,29.6,989.6,18.1,0.0,2.5
17815,2015-06-26 17:00:00,81.0,81.0,3.0,12.0,500.0,253.0,29.2,989.9,18.3,0.0,2.5
17816,2015-06-26 18:00:00,96.0,96.0,2.0,18.0,600.0,275.0,28.7,990.3,18.8,0.0,4.0
17817,2015-06-26 19:00:00,127.0,127.0,3.0,23.0,700.0,280.0,28.3,991.7,19.5,0.0,2.5
17818,2015-06-26 20:00:00,41.0,41.0,2.0,6.0,200.0,183.0,20.3,992.8,18.8,28.7,4.0
17819,2015-06-26 21:00:00,16.0,17.0,2.0,2.0,100.0,115.0,21.0,993.8,19.5,0.7,4.0
17820,2015-06-26 22:00:00,19.0,19.0,2.0,20.0,100.0,83.0,20.6,993.6,19.1,0.1,4.0
17821,2015-06-26 23:00:00,11.0,11.0,2.0,4.0,100.0,78.0,20.6,993.9,19.3,0.0,4.0
17822,2015-06-27 00:00:00,9.0,9.0,2.0,5.0,100.0,62.0,20.6,994.1,18.7,0.0,4.0
17823,2015-06-27 01:00:00,11.0,11.0,2.0,5.0,100.0,58.0,20.1,994.1,18.0,0.0,4.0
17824,2015-06-27 02:00:00,16.0,16.0,2.0,18.0,100.0,53.0,19.9,994.0,18.4,0.0,4.0
17825,2015-06-27 03:00:00,17.0,17.0,2.0,13.0,100.0,38.0,20.0,994.3,18.1,0.0,4.0
17826,2015-06-27 04:00:00,21.0,34.0,2.0,12.0,100.0,36.0,20.1,994.5,18.0,0.0,4.0
17827,2015-06-27 05:00:00,25.0,25.0,2.0,9.0,100.0,40.0,20.2,994.7,18.3,0.0,4.0
17828,2015-06-27 06:00:00,32.0,41.0,2.0,9.0,200.0,33.0,20.8,995.3,18.2,0.0,4.0
17829,2015-06-27 07:00:00,43.0,54.0,2.0,14.0,200.0,39.0,21.9,995.6,18.7,0.0,4.0
17830,2015-06-27 08:00:00,55.0,82.0,2.0,12.0,300.0,45.0,22.4,996.4,19.0,0.0,4.0
17831,2015-06-27 09:00:00,50.0,50.0,2.0,25.0,300.0,46.0,22.5,996.8,19.1,0.0,4.0
17832,2015-06-27 10:00:00,49.0,58.0,3.0,50.0,400.0,32.0,22.7,997.3,19.1,0.0,4.0
17833,2015-06-27 11:00:00,48.0,48.0,2.0,49.0,300.0,49.0,24.2,997.3,19.1,0.0,4.0
17834,2015-06-27 12:00:00,49.0,50.0,2.0,21.0,300.0,97.0,26.3,997.1,19.9,0.0,4.0
17835,2015-06-27 13:00:00,75.0,82.0,4.0,10.0,400.0,138.0,27.7,996.8,19.5,0.0,4.0
17836,2015-06-27 14:00:00,102.0,118.0,9.0,11.0,600.0,162.0,27.5,996.8,19.6,0.0,4.0
17837,2015-06-27 15:00:00,106.0,120.0,8.0,13.0,600.0,183.0,28.1,996.5,20.1,0.0,4.0
17838,2015-06-27 16:00:00,116.0,116.0,6.0,10.0,600.0,196.0,27.7,996.3,20.3,0.0,4.0
17839,2015-06-27 17:00:00,128.0,128.0,6.0,15.0,600.0,210.0,27.8,996.2,20.4,0.0,4.0
17840,2015-06-27 18:00:00,145.0,145.0,7.0,32.0,700.0,432.0,27.7,996.1,20.3,0.0,4.0
17841,2015-06-27 19:00:00,154.0,154.0,6.0,20.0,800.0,208.0,27.5,996.4,20.6,0.0,4.0
17842,2015-06-27 20:00:00,139.0,139.0,5.0,18.0,700.0,164.0,27.1,996.9,20.7,0.0,4.0
17843,2015-06-27 21:00:00,144.0,144.0,4.0,19.0,700.0,159.0,26.8,997.5,20.6,0.0,4.0
17844,2015-06-27 22:00:00,132.0,132.0,4.0,15.0,700.0,148.0,26.4,997.9,20.7,0.0,4.0
17845,2015-06-27 23:00:00,132.0,132.0,4.0,19.0,600.0,134.0,26.2,998.1,21.0,0.0,4.0
17846,2015-06-28 00:00:00,129.0,129.0,3.0,14.0,600.0,110.0,26.2,998.1,20.8,0.0,4.0
17847,2015-06-28 01:00:00,140.0,140.0,4.0,28.0,600.0,82.0,25.9,998.2,20.0,0.0,4.0
17848,2015-06-28 02:00:00,138.0,138.0,5.0,24.0,600.0,71.0,25.3,998.1,19.9,0.0,4.0
17849,2015-06-28 03:00:00,129.0,129.0,5.0,28.0,500.0,54.0,24.7,998.1,18.6,0.0,4.0
17850,2015-06-28 04:00:00,125.0,125.0,4.0,23.0,500.0,36.0,24.5,998.2,18.0,0.0,4.0
17851,2015-06-28 05:00:00,118.0,118.0,8.0,32.0,500.0,27.0,24.5,998.8,17.7,0.0,4.0
17852,2015-06-28 06:00:00,112.0,112.0,7.0,30.0,500.0,29.0,24.5,999.2,18.0,0.0,4.0
17853,2015-06-28 07:00:00,108.0,108.0,7.0,48.0,600.0,12.0,25.0,999.4,19.4,0.0,4.0
17854,2015-06-28 08:00:00,103.0,103.0,10.0,26.0,600.0,54.0,25.7,999.4,19.8,0.0,4.0
17855,2015-06-28 09:00:00,103.0,103.0,12.0,12.0,600.0,95.0,26.0,999.2,19.6,0.0,4.0
17856,2015-06-28 10:00:00,115.0,116.0,13.0,11.0,700.0,117.0,27.3,998.7,19.9,0.0,4.0
17857,2015-06-28 11:00:00,139.0,139.0,14.0,14.0,900.0,142.0,28.0,998.3,20.3,0.0,4.0
17858,2015-06-28 12:00:00,157.0,157.0,13.0,16.0,1200.0,167.0,28.7,997.9,21.2,0.0,4.0
17859,2015-06-28 13:00:00,167.0,167.0,12.0,16.0,1400.0,205.0,29.4,997.0,21.4,0.0,2.5
17860,2015-06-28 14:00:00,200.0,200.0,14.0,20.0,1600.0,234.0,30.0,996.4,21.4,0.0,2.5
17861,2015-06-28 15:00:00,210.0,210.0,12.0,18.0,1500.0,266.0,30.4,995.9,22.0,0.0,4.0
17862,2015-06-28 16:00:00,209.0,209.0,10.0,17.0,1400.0,275.0,30.7,995.1,22.0,0.0,2.5
17863,2015-06-28 17:00:00,185.0,185.0,9.0,16.0,1100.0,266.0,30.8,994.4,22.1,0.0,4.0
17864,2015-06-28 18:00:00,160.0,160.0,8.0,17.0,900.0,239.0,31.1,994.3,20.7,0.0,2.5
17865,2015-06-28 19:00:00,136.0,136.0,8.0,16.0,700.0,223.0,30.9,994.5,20.2,0.0,2.5
17866,2015-06-28 20:00:00,151.0,151.0,10.0,21.0,800.0,216.0,29.9,994.8,21.6,0.0,2.5
17867,2015-06-28 21:00:00,185.0,192.0,12.0,22.0,1100.0,234.0,28.5,995.5,21.3,0.0,2.5
17868,2015-06-28 22:00:00,178.0,178.0,12.0,19.0,1100.0,185.0,27.7,995.8,21.3,0.0,4.0
17869,2015-06-28 23:00:00,175.0,175.0,12.0,18.0,1000.0,161.0,27.5,995.4,21.1,0.0,4.0
17870,2015-06-29 00:00:00,184.0,184.0,11.0,19.0,1000.0,121.0,27.0,995.1,20.6,0.0,4.0
17871,2015-06-29 01:00:00,184.0,184.0,10.0,17.0,1000.0,114.0,26.5,995.0,20.3,0.0,4.0
17872,2015-06-29 02:00:00,182.0,182.0,11.0,12.0,900.0,133.0,25.6,994.9,20.6,0.0,4.0
17873,2015-06-29 03:00:00,177.0,177.0,11.0,11.0,900.0,118.0,24.7,994.5,21.2,0.0,4.0
17874,2015-06-29 04:00:00,169.0,169.0,7.0,15.0,900.0,79.0,24.2,994.4,20.9,0.0,4.0
17875,2015-06-29 05:00:00,171.0,171.0,5.0,30.0,800.0,49.0,23.9,994.3,20.8,0.0,4.0
17876,2015-06-29 06:00:00,171.0,171.0,4.0,15.0,800.0,60.0,23.9,994.1,21.0,0.0,4.0
17877,2015-06-29 07:00:00,169.0,169.0,4.0,15.0,900.0,46.0,24.4,994.2,20.7,0.0,4.0
17878,2015-06-29 08:00:00,183.0,183.0,6.0,16.0,1000.0,57.0,25.2,994.7,20.5,0.0,4.0
17879,2015-06-29 09:00:00,203.0,203.0,7.0,33.0,1000.0,49.0,26.0,994.9,20.6,0.0,4.0
17880,2015-06-29 10:00:00,213.0,213.0,8.0,32.0,1000.0,77.0,26.4,994.7,20.7,0.0,4.0
17881,2015-06-29 12:00:00,200.0,210.0,7.0,28.0,1100.0,73.0,25.1,995.2,22.0,0.9,4.0
17882,2015-06-29 13:00:00,160.0,160.0,7.0,23.0,1300.0,77.0,24.0,995.6,20.9,0.4,2.5
17883,2015-06-29 14:00:00,24.0,24.0,2.0,2.0,200.0,96.0,24.3,995.5,18.0,0.1,4.0
17884,2015-06-29 15:00:00,12.0,12.0,2.0,2.0,100.0,98.0,22.1,996.5,18.9,0.0,2.5
17885,2015-06-29 16:00:00,3.0,64.0,2.0,11.0,100.0,81.0,20.6,997.9,16.4,0.0,2.5
17886,2015-06-29 17:00:00,7.0,7.0,2.0,16.0,100.0,69.0,18.6,998.7,16.7,1.2,4.0
17887,2015-06-29 18:00:00,11.0,11.0,2.0,18.0,100.0,65.0,18.8,999.3,17.3,0.0,4.0
17888,2015-06-29 19:00:00,8.0,8.0,2.0,16.0,100.0,62.0,19.0,999.5,16.8,0.0,4.0
17889,2015-06-29 20:00:00,12.0,12.0,2.0,18.0,100.0,56.0,19.2,999.9,16.6,0.0,4.0
17890,2015-06-29 21:00:00,14.0,14.0,2.0,19.0,100.0,54.0,19.3,1000.2,17.1,0.0,4.0
17891,2015-06-29 22:00:00,16.0,16.0,2.0,16.0,100.0,47.0,19.2,1000.1,17.2,0.0,4.0
17892,2015-06-29 23:00:00,16.0,16.0,2.0,18.0,100.0,35.0,19.2,999.6,17.0,0.0,4.0
17893,2015-06-30 00:00:00,16.0,16.0,2.0,13.0,100.0,40.0,19.3,999.3,17.3,0.0,4.0
17894,2015-06-30 01:00:00,17.0,17.0,2.0,12.0,100.0,32.0,19.2,998.6,16.8,0.0,4.0
17895,2015-06-30 02:00:00,15.0,15.0,2.0,12.0,100.0,26.0,19.2,997.9,16.8,0.0,4.0
17896,2015-06-30 05:00:00,6.0,6.0,2.0,15.0,100.0,23.0,17.7,997.5,14.6,1.1,4.0
17897,2015-06-30 06:00:00,6.0,6.0,2.0,14.0,100.0,27.0,16.9,998.4,14.5,0.5,4.0
17898,2015-06-30 07:00:00,5.0,5.0,2.0,7.0,100.0,43.0,16.6,998.3,14.4,1.1,4.0
17899,2015-06-30 08:00:00,10.0,10.0,2.0,10.0,100.0,38.0,16.7,998.3,14.5,0.8,4.0
17900,2015-06-30 09:00:00,8.0,8.0,2.0,12.0,100.0,37.0,17.4,997.2,15.4,0.8,4.0
17901,2015-06-30 10:00:00,10.0,10.0,2.0,4.0,100.0,54.0,18.5,997.0,14.8,0.0,4.0
17902,2015-06-30 11:00:00,4.0,5.0,2.0,3.0,100.0,64.0,20.3,996.5,15.1,0.0,4.0
17903,2015-06-30 12:00:00,8.0,38.0,2.0,6.0,100.0,63.0,23.4,995.3,16.0,0.0,4.0
17904,2015-06-30 13:00:00,8.0,8.0,2.0,6.0,100.0,78.0,25.4,993.8,13.3,0.0,4.0
17905,2015-06-30 14:00:00,5.0,5.0,2.0,3.0,100.0,98.0,26.4,992.6,13.8,0.0,2.5
17906,2015-06-30 15:00:00,8.0,12.0,2.0,5.0,100.0,105.0,27.6,991.4,14.6,0.0,2.5
